idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1629166,675,2,2,3,1,1,3,150,2,0,1,6,10,2025,15,25,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2011,30,2015,20,2,2,,2,,,,1,10.0,2.0,59.0,10.0,,2,,1,35.0,2,,,,1,2,,,1,2,,1,2,1,100,50000000.0,Fifty million,40000000.0,Forty million,70.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,1.0,2.0,,2.0,,,,2.0,,1.0,3.0,1,-4.0,2.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,-6.0,2.0,2,2,,2,2,100,0,0,0,0,0,0,1,18000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,50,3.0,,0.0,-5.0,50,3.0,,-5.0,2,1,5.0,2.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,4,15,5,8,6,13,7,11,14,12,2,9,3,10,1,8,4,15,5,8,6,13,7,11,14,12,2,9,3,10,1,150,150,80.0,,15.0,135.0,0.0,0.0,,3,10,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,7400,49950.0,0,,,0,15000000,500000.0,20000000.0,,35000000.0,2,6,10,2025,16,26,1,1,1,,,1,1,2,2,2,1061,3,2,2,0,1.0,1.1599877,1.6717311,38
1629167,676,3,1,1,1,1,1,60,1,0,1,13,7,2025,9,14,2024,3,21,95,3,2.0,2.0,,,1.0,3,,1,100,0,0,0,1,100.0,2009,5,2018,30,1,2,,2,,,,1,5.0,15.0,30.0,,80.0,2,,2,,1,-6.0,2.0,6000.0,2,1,5.0,3.0,2,1,2.0,1,1,1,70,1300000.0,one million three hundred thousand,6000000.0,Six million,40.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,1,2,1,3.0,2.0,,1.0,3.0,5.0,1.0,2.0,,-7.0,1.0,1,-4.0,1.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,1,500000.0,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,1,2,-9.0,-9.0,-9.0,-9.0,,,,,,,-9,2,2,2.0,,,2,-9,,,,,-9,,,,72,1,1.0,2.0,2.0,,240,1,1,2,,-7.0,2,,2,,0.0,,2,,,2,,,3,0,3,2,0,3,3,4,1,2,2,1,2,3,3,4,15,10,2,1,11,12,14,7,13,5,3,6,8,9,13,4,15,10,2,1,11,12,14,7,13,5,3,6,8,9,10,10,100.0,,5.0,5.0,5.0,0.0,,2,3,0,1,5.0,,0.0,,5.0,,2,,,0,0,,,2,,,2,,1,2,140,7500.0,-9,,,7500,350000,175000.0,150000.0,,280000.0,10,13,7,2025,10,26,1,2,1,,,1,1,1,1,2,1030,1,1,3,0,1.753491,2.7693353,6.4454284,4
1629168,680,4,1,3,1,3,3,30,2,0,2,2,10,2025,9,40,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2007,8,2007,27,2,2,,2,,,,1,20.0,1.0,0.0,0.0,,1,20.0,1,50.0,2,,,,-7,2,,,2,2,,-7,3,4,80,14069000.0,Fourteen million sixty-nine thousand,17000000.0,Seventeen million,,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,3,4,4,2.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,2.0,2,-4.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,1,6.0,2.0,3,1,350000.0,2,2,25,0,0,0,0,75,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,2.0,,,1,80,3.0,,2.0,-5.0,15,3.0,,-5.0,10,2,,,,,48,1,1,-6,,,2,,2,,0.0,,2,,,2,,,1,0,3,3,1,0,0,0,2,0,4,3,4,0,0,4,11,1,3,5,15,10,9,14,7,12,13,2,6,8,13,4,11,1,3,5,15,10,9,14,7,12,13,2,6,8,11,15,100.0,,,,,,0.0,4,7,0,1,,,,,,0.0,2,,,0,85,0.0,4.0,2,,,2,,1,0,250,1100.0,0,,,0,2100000,31000.0,,,,5,2,10,2025,11,20,1,1,1,,,1,1,2,2,2,4210,3,1,4,0,3.431909,6.067827,9.331877,35
1629169,703,2,1,3,1,1,3,5,2,0,2,30,7,2025,9,39,2025,3,21,95,3,,,,,,4,,1,100,0,0,0,2,,2017,3,2013,30,2,2,,2,,,,1,90.0,2.0,35.0,,360000.0,1,50.0,2,,2,,,,1,2,,,1,1,-6.0,-7,2,1,100,5000000.0,five million,3000000.0,three million,20.0,100,0,0,,,,,,,,,,50,50,2.0,,,,,,,,1,2.0,1,1,1,,,,,,,,,,,,1,50.0,2.0,1,1,2,1,1,1.0,Raw materials for wall strips and  that were not available in this province.,2,,1,120000.0,,,,,,,,2,,,2,2,,2,2,0,100,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,1,1,1.0,2.0,2.0,,30,2,2,2,,2.0,1,1.0,2,,0.0,,2,,,1,-6.0,2.0,1,3,1,0,0,0,0,2,0,0,3,2,1,4,2,11,9,7,15,1,3,5,6,12,13,8,10,14,4,2,13,11,9,7,15,1,3,5,6,12,13,8,10,14,4,2,5,5,2.0,,2.0,3.0,0.0,0.0,,2,0,0,1,2.0,,1.0,,,0.0,2,,,0,0,,,2,,,2,,0,0,600,8000.0,0,,,0,500000,-9.0,2000000.0,,8000000.0,2,30,7,2025,11,28,2,1,1,,,1,1,2,2,2,2022,3,1,2,0,24.734118,32.978874,44.096756,31
1629170,712,4,1,3,1,3,3,10,1,0,2,28,9,2025,14,53,2024,3,21,95,1,3.0,1.0,2.0,1.0,,4,,1,100,0,0,0,2,,2021,5,2021,4,2,2,,2,,,,2,,,,,,2,,1,100.0,2,,,,-7,2,,,1,1,4.0,2,2,4,100,100000000.0,One hundred million,40000000.0,Forty million,,100,0,0,,,,,,,,,,40,60,2.0,,,,,,,,2,,2,2,3,,,,,,,,,,,,1,0.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,1,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,0,2,,,,,50,2,2,-6,,,1,3.0,1,15.0,0.0,,2,,,2,,,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,15,6,11,7,12,5,10,2,9,4,13,14,8,3,13,1,15,6,11,7,12,5,10,2,9,4,13,14,8,3,25,15,10.0,,,,,,0.0,5,15,5,2,,,,,,,2,,,0,0,,,2,,,1,2.0,0,0,0,0.0,0,,,0,4000000,-9.0,,,,5,28,9,2025,15,40,2,2,1,,,1,1,2,2,2,4100,3,1,4,0,3.431909,6.067827,9.331877,35
1629171,718,4,3,4,1,3,3,9,1,0,2,12,8,2025,9,42,2025,3,21,95,1,2.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2021,6,2021,11,2,2,,1,-5.0,2.0,0.0,2,,,,,,1,80.0,1,20.0,2,,,,-6,1,0.0,,1,2,,2,1,62,80,90000000.0,Ninety million,140000000.0,One hundred forty million,,20,80,0,,,,,,,,,2021.0,50,50,2.0,,,,,,,,2,,4,4,4,,,,,,,,,,,,3,,,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,80,20,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,40,2.0,,0.0,-6.0,30,2.0,,-6.0,3,1,1.0,2.0,2.0,,32,2,2,2,,3.0,2,,2,,0.0,,1,3.0,2.0,1,5.0,2.0,1,1,0,1,1,4,1,1,0,0,2,2,4,3,3,2,5,4,1,15,11,6,10,12,13,3,9,14,8,7,6,2,5,4,1,15,11,6,10,12,13,3,9,14,8,7,6,6,6.0,,,,,,0.0,3,2,1,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,120,1440.0,0,,,0,2200000,98000.0,,,,-9,12,8,2025,14,32,1,2,1,,,1,1,2,2,2,4923,4,3,4,0,1.0,1.0,1.4450359,60
1629172,719,4,3,2,1,3,2,150,1,0,1,24,7,2025,15,10,2024,3,21,95,2,4.0,1.0,2.0,1.0,,4,,1,10,50,0,40,2,,2009,150,2009,16,2,1,ISO 9000 Certificate,2,,,,1,2.0,4.0,55.0,,50000.0,1,20.0,1,40.0,2,,,,1,2,,,1,1,2.0,2,1,62,50,500000.0,Five Hundred Thousand,500000.0,five hundred thousand,,50,40,10,,,,,,,,,2012.0,35,65,2.0,,,,,,,,2,,3,4,3,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,3.0,2,2.0,3.0,1,1,2,2,1,1.0,New cars for work improvement,2,,1,400000.0,,,,,,,,2,,,4,2,,2,2,40,20,10,10,10,5,5,1,105000000.0,70000000.0,,70000000.0,,105000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,10,3.0,,2.0,5.0,10,3.0,,5.0,20,1,2.0,2.0,2.0,,50,3,1,2,,1.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,11,5,6,7,13,8,2,14,10,9,4,3,1,1,12,15,11,5,6,7,13,8,2,14,10,9,4,3,5,5,1.0,,,,,,1.0,1,2,2,1,,,,,0.0,,2,,,150,150,20.0,2.0,2,,,2,,0,0,5000,25000.0,25000,5.0,,520,75000,5000.0,,,,5,24,7,2025,16,40,1,2,1,,,1,1,2,2,2,5229,2,5,4,0,1.8302087,3.2100306,5.3925495,29
1629173,742,4,3,2,1,3,2,5,2,0,1,25,8,2025,11,48,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2024,6,2024,25,2,2,,2,,,,1,5.0,3.0,50.0,,75000.0,2,,2,,1,20.0,2.0,10000.0,1,2,,,1,1,5.0,1,1,62,100,1400000.0,One Million Four Hundred Thousand,-7.0,,,100,0,0,,,,,,,,,,20,80,2.0,,,,,,,,2,,4,4,4,,,,,,,,,,,,2,36.0,3.0,1,1,1,2,1,1.0,VIP cars for the convenience of passengers,1,VIP cars for the convenience of passengers,1,700000.0,,,,,,,,2,,,1,1,500000.0,2,1,90,10,0,0,0,0,0,1,600000.0,200000.0,80.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,1,2,2,1.0,,,2,20,3.0,,1.0,-5.0,20,3.0,,-5.0,10,2,,,,,60,3,3,2,,1.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,10,4,15,11,3,2,8,12,9,6,13,7,14,5,1,1,10,4,15,11,3,2,8,12,9,6,13,7,14,5,1,6,-7,50.0,,,,,,0.0,2,3,1,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,200,13500.0,450,1.0,,5000,800000,200000.0,,,,20,25,8,2025,13,11,1,2,1,,,1,1,2,2,2,7990,2,5,4,0,1.8302087,3.2100306,5.3925495,29
1629174,760,4,1,3,1,3,3,5,2,0,2,31,7,2025,14,38,2025,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2019,5,2019,7,2,2,,2,,,,1,20.0,3.0,0.0,0.0,,1,5.0,1,10.0,2,,,,-7,2,,,1,2,,2,3,4,100,8000000.0,eight million,7000000.0,seven million,,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,4,3,3,,,,,,,,,,,,1,-4.0,3.0,1,1,2,1,2,,,2,,1,10000.0,,,,,,,,1,15.0,1.0,3,2,,2,2,50,0,0,0,0,0,50,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,1,2,2,3.0,,,2,30,3.0,,5.0,-6.0,0,,,,5,1,6.0,1.0,2.0,,48,2,2,2,,2.0,1,2.0,1,30.0,3.0,,2,,,2,,,1,0,1,1,2,2,0,1,0,1,3,2,2,4,0,14,7,1,4,15,9,6,11,3,12,13,2,5,10,8,4,14,7,1,4,15,9,6,11,3,12,13,2,5,10,8,5,5,100.0,,,,,,0.0,5,0,0,1,,,,,,0.0,2,,,0,30,0.0,2.0,2,,,2,,2,1,200,1200.0,0,,,0,720000,55000.0,,,,10,31,7,2025,16,20,1,1,1,,,1,1,2,2,2,4100,3,1,4,0,3.431909,6.067827,9.331877,35
1629175,782,2,2,4,1,1,4,10,2,0,1,24,9,2025,10,7,2025,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2013,7,2013,22,2,2,,2,,,,2,,,,,,1,20.0,1,80.0,2,,,,-7,2,,,2,2,,2,4,1,100,2400000.0,TWO MILLION AND FOUR HUNDRED THOUSAND,3200000.0,THREE MILLION AND TWO HUNDRED THOUSAND,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,-9,,,,,-9,,,,0,1,2.0,2.0,2.0,,48,3,3,2,,2.0,2,,2,,0.0,,2,,,1,2.0,2.0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,3,12,11,10,1,8,5,15,13,9,2,14,6,4,7,2,3,12,11,10,1,8,5,15,13,9,2,14,6,4,7,10,10,40.0,,4.0,6.0,0.0,0.0,,1,1,2,2,,,,,,,2,,,0,0,,,2,,,1,1.0,0,0,-7,,0,,,0,900000,300000.0,1000000.0,,4000000.0,4,24,9,2025,13,24,1,1,1,,,1,1,2,2,2,2029,4,2,2,0,1.5030229,1.546778,3.5301352,54
1629176,787,2,2,2,1,1,2,5,2,0,1,5,8,2025,12,47,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,1,100.0,2021,3,2021,5,1,2,,2,,,,2,,,,,,2,,1,100.0,2,,,,2,2,,,1,2,,2,4,1,95,300000.0,Three Hundred Thousand,600000.0,Six Hundred Thousand,50.0,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,3,4,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,1,1.0,"The products are children's bakeware, which is new to the market, has different colors, and the design was made by the company's employees themselves. The design of this bakeware is completely new and creative.",2,,2,,,,,,,,,2,,,3,2,,2,1,90,0,0,0,10,0,0,1,40000.0,0.0,80.0,,0.0,,0.0,,0.0,,10.0,,0.0,,10.0,,1,2,2,,,,,,,,,,,1,1,1,,4.0,,2,30,4.0,M-Paisa,1.0,-5.0,0,,,,0,1,1.0,2.0,2.0,,-9,1,1,-6,,,1,1.0,2,,0.0,,2,,,2,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,13,15,2,7,4,12,11,5,8,9,6,14,3,1,10,1,13,15,2,7,4,12,11,5,8,9,6,14,3,1,10,6,4,100.0,,5.0,1.0,5.0,1.0,,3,2,0,2,,,,,,,2,,,20,20,20.0,10.0,2,,,2,,0,0,-7,,0,,,0,50000,0.0,70000.0,,150000.0,10,5,8,2025,13,50,1,4,1,,,1,1,2,2,4,1512,2,2,2,0,1.0,1.0,1.5730151,24
1629177,801,2,3,2,1,1,2,13,2,0,1,2,11,2025,14,25,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2019,4,2020,8,2,2,,2,,,,1,8.0,15.0,35.0,,15000.0,1,20.0,2,,2,,,,1,2,,,1,2,,1,2,1,90,30000000.0,Thirty Million,10000000.0,Ten Million,75.0,95,5,0,,,,,,,,,-9.0,10,90,2.0,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,-4.0,3.0,1,1,2,2,1,1.0,"Pea production, production of a type of popper",2,,2,,,,,,,,,2,,,3,2,,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,40,1,2.0,2.0,2.0,,-9,3,3,2,,3.0,2,,2,,0.0,,2,,,1,10.0,2.0,0,1,0,-7,1,1,0,1,0,0,-7,0,0,0,0,15,11,8,1,14,12,7,13,3,4,2,5,9,10,6,7,15,11,8,1,14,12,7,13,3,4,2,5,9,10,6,35,13,80.0,,32.0,3.0,0.0,0.0,,2,26,4,2,,,,,,,1,15.0,2.0,0,22,0.0,4.0,2,,,1,2.0,0,0,357,4016.0,-9,,,150000,315000,-9.0,20000000.0,,25000000.0,-8,2,11,2025,14,27,1,4,1,,,1,1,2,2,3,1079,2,3,2,0,1.0454991,1.1952801,2.1486533,26
1629179,826,4,1,1,1,3,1,120,1,0,1,14,8,2025,9,46,2025,3,21,95,3,4.0,1.0,2.0,2.0,,2,,2,100,0,0,0,2,,2009,12,2009,20,2,1,ISO9001 2015 HACCP 14001 2015,1,120.0,2.0,3500000.0,2,,,,,,1,20.0,1,50.0,2,,,,1,2,,,2,2,,2,4,4,100,980000000.0,Nine hundred and eighty million,2520000000.0,Two billion five hundred and twenty million,,100,0,0,,,,,,,,,,30,70,1.0,Kazakhstan,2.0,,,5.0,0.0,40.0,1,1.0,2,4,3,2.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2,-4.0,3.0,1,2,1,2,2,,,2,,2,,,,,,,,,1,-6.0,1.0,3,2,,2,2,100,0,0,0,0,0,0,1,14000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,10,3.0,,0.0,-5.0,55,3.0,,-5.0,5,1,1.0,2.0,2.0,,98,1,1,2,,3.0,1,3.0,2,,2.0,,2,,,2,,,3,3,1,2,3,1,1,2,3,3,4,2,3,2,2,14,8,11,4,6,1,15,9,13,10,12,5,2,3,7,13,14,8,11,4,6,1,15,9,13,10,12,5,2,3,7,32,32,80.0,,,,,,0.0,12,10,10,2,,,,,,,1,0.0,4.0,0,0,,,2,,,2,,0,0,2500,30000.0,0,,,30000,30000000,250000.0,,,,20,14,8,2025,11,1,1,1,1,,,1,1,1,1,2,4100,1,1,4,0,2.7649214,5.415388,10.492743,5
1629180,838,2,1,1,1,1,1,25,1,0,1,25,9,2025,12,29,2025,3,21,95,2,25.0,1.0,2.0,1.0,,3,,1,100,0,0,0,2,,2019,12,2019,6,2,2,,2,,,,2,,,,,,1,60.0,1,10.0,2,,,,3,2,,,2,1,2.0,2,4,1,100,12000000.0,Twelve million,8000000.0,Eight million,60.0,100,0,0,,,,,,,,,,40,60,2.0,,,,,,,,2,,3,3,3,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,1.0,3.0,2,-4.0,3.0,3,2,2,2,1,1.0,Produce cheap and accessible quality medicines in every province,1,"We offer cheap rates, quality packaging and also use quality materials in making medicines.",2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,7.0,,,2,40,4.0,Through currency exchange or wire transfer.,3.0,-5.0,40,4.0,Through currency exchange or wire transfer.,-5.0,30,1,3.0,2.0,2.0,,80,2,2,-6,,,2,,2,,0.0,,1,15.0,2.0,1,10.0,2.0,3,2,1,1,-9,0,4,4,0,1,1,1,1,2,2,5,12,14,13,4,8,2,3,15,11,10,9,7,1,6,2,5,12,14,13,4,8,2,3,15,11,10,9,7,1,6,24,15,8.0,,10.0,14.0,0.0,0.0,,5,5,0,1,10.0,,14.0,,,0.0,1,4.0,0.0,0,0,,,2,,,1,2.0,0,0,900,10800.0,25000,5.0,,10000,1800000,700000.0,6000000.0,,5000000.0,4,25,9,2025,13,33,2,4,1,,,1,1,1,1,2,2100,1,1,2,0,1.61115,2.3797135,4.008844,2
1629181,843,2,2,3,1,1,3,7,2,0,1,6,10,2025,10,10,2025,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2010,7,2010,15,2,2,,2,,,,2,,,,,,2,,2,,2,,,,1,2,,,2,2,,2,4,1,30,1000000.0,One million,800000.0,Eight hundred thousand,50.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,10,2,,,,,82,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,1,0,0,1,2,1,1,0,1,1,1,1,1,0,5,10,7,8,1,13,6,15,11,2,12,4,14,3,9,6,5,10,7,8,1,13,6,15,11,2,12,4,14,3,9,6,6,20.0,,5.0,1.0,5.0,1.0,,1,2,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,480,6000.0,0,,,0,432000,4320.0,300000.0,,400000.0,20,6,10,2025,10,57,1,4,1,,,1,1,2,2,2,1079,3,2,2,0,1.0,1.1599877,1.6717311,38
1629182,860,2,1,4,1,1,4,10,2,0,2,21,7,2025,10,6,2024,3,21,95,1,,,,,,4,,1,100,0,0,0,1,50.0,2013,5,2013,12,1,2,,2,,,,1,30.0,1.0,0.0,10.0,,1,5.0,2,,2,,,,-7,2,,,1,2,,-7,4,1,60,1500000.0,ONE MILLION AND FIVE HUNDRED THOUSAND,1200000.0,ONE MILLION AND TWO HUNDRED THOUSAND,20.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,3,4,,,,,,,,,,,,2,10.0,3.0,1,1,2,1,1,1.0,"Innovation in packing, the new products of jam, production of grapes and pomegranate jam, production of pickle and Tomato paste",1,we cover the bottles and pack them in a new way,1,76000.0,,,,,,,,2,,,4,1,30000.0,2,1,50,40,0,0,0,0,10,1,85000.0,10000.0,90.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,1,2,4.0,2024.0,20000.0,2.0,,,,,,,2,2,1,,1.0,,1,-9,,,,,-9,,,,10,1,5.0,1.0,2.0,,-9,1,1,-6,,,2,,2,,,5000.0,2,,,1,4.0,2.0,1,1,2,1,1,4,3,2,2,0,3,3,1,3,0,11,5,14,7,3,12,6,2,10,13,15,8,9,1,4,14,11,5,14,7,3,12,6,2,10,13,15,8,9,1,4,10,8,70.0,,7.0,3.0,4.0,1.0,,1,0,6,1,7.0,,3.0,,1.0,,1,2.0,4.0,0,0,,,2,,,1,1.0,0,2,700,5000.0,-9,,,1000,720000,115000.0,300000.0,,800000.0,10,21,7,2025,11,3,1,1,1,,,1,1,2,2,2,1030,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629183,874,4,1,1,1,1,1,20,2,0,1,9,7,2025,13,55,2024,3,20,95,2,,,,,,4,,1,100,0,0,0,1,100.0,2016,4,2016,12,1,2,,2,,,,2,,,,,,2,,1,100.0,2,,,,-7,2,,,1,2,,2,4,1,100,1500000.0,One million and five hundred thousand,-7.0,,40.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,3,-9,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,0,2,,,,,200,1,1,2,,3.0,2,,2,,-8.0,,2,,,2,,,0,0,0,0,0,0,-9,0,0,1,2,3,0,1,2,5,14,15,3,1,7,8,12,11,13,9,6,2,4,10,12,5,14,15,3,1,7,8,12,11,13,9,6,2,4,10,20,-7,50.0,,18.0,2.0,0.0,2.0,,0,18,0,1,18.0,,2.0,,0.0,,1,2.0,4.0,0,0,,,2,,,1,2.0,0,0,-7,,-9,,,5000,900000,63000.0,100000.0,,7000000.0,2,9,7,2025,15,38,1,1,1,,,1,1,1,1,2,1410,1,1,4,0,2.7649214,5.415388,10.492743,5
